wsid,name,country,province,icao,latitude,longitude,elevation,begin_date,end_date
999999-16201,KEFLAVIK,IC,,BIKF,+63.967,-022.600,+0050.0,1972-01-01,1972-12-31
999999-16407,SIMIUTAK,GL,,,+60.683,-046.533,+0061.9,1949-01-01,1957-07-01
999999-17503,CAMP TUTO SITE 2,GL,,,+76.983,-056.067,+0124.1,1958-06-17,1960-08-24
999999-17605,THULE OP SITE,GL,,BGTL,+76.517,-068.833,+0077.1,1951-09-01,1971-01-01
999999-17611,CAMP TUTO ICECAP STA,GL,,,+76.417,-068.317,+0488.0,1957-06-01,1965-08-01
999999-17612,CAMP TUTO ICECAP ST,GL,,,+76.417,-068.250,+0579.1,1957-06-01,1958-09-13
999999-17614,CAMP TUTO ICECAP STA,GL,,,+76.400,-068.133,+0750.1,1957-06-01,1960-09-08
999999-17615,CAMP CENTURY,GL,,,+77.167,-061.133,+0305.1,1961-01-01,1965-08-13
999999-17617,CAMP TUTO EAST ASC S,GL,,,+76.383,-067.917,+0701.0,1960-11-01,1963-09-01
999999-21503,HILO NAS,US,HI,,+19.717,-155.050,+0011.9,1945-07-01,1946-01-01
999999-21504,HILO INTERNATIONAL AP,US,HI,PHTO,+19.719,-155.053,+0011.0,1949-10-01,1972-12-31
999999-21514,MAUNA LOA 5 NNE,US,HI,,+19.535,-155.576,+3407.4,2005-09-27,2025-06-05
999999-21515,HILO 5 S,US,HI,,+19.645,-155.083,+0189.6,2005-09-27,2025-06-05
999999-21601,JOHNSTON ISLAND,PN,,,+16.733,-169.517,+0004.9,1949-01-01,1958-10-19
999999-21603,JOHNSTON IS WSO AP,PN,JQ,PJON,+16.733,-169.517,+0005.2,1958-10-20,1972-12-31
999999-22001,DEL RIO LAUGHLIN AAF,US,TX,KDLF,+29.367,-100.783,+0329.5,1971-01-01,1971-01-01
999999-22016,PANTHER JUNCTION 2 N,US,TX,,+29.348,-103.209,+1065.0,2007-02-24,2025-06-05
999999-22501,BARKING SANDS,US,HI,PHBK,+22.033,-159.783,+0003.7,1972-01-01,1972-12-31
999999-22508,WHEELER AFB 810.1,US,HI,PHHI,+21.487,-158.028,+0255.1,1971-01-01,1971-01-01
999999-22514,BARBERS POINT,US,HI,PHNA,+21.317,-158.067,+0015.2,1949-01-01,2000-11-01
999999-22515,EWA MCAS,US,HI,,+21.333,-158.050,+0020.1,1945-04-01,1949-03-01
999999-22517,PEARL HARBOR NAS,US,HI,NPS,+21.350,-157.950,+0010.1,1945-04-01,1949-04-25
999999-22519,KANEOHE BAY MCAS,US,HI,PHNG,+21.450,-157.783,+0005.5,1945-04-01,1972-12-31
999999-22525,PUUNENE CAA AP,US,HI,,+20.833,-156.467,+0039.9,1949-10-01,1958-12-20
999999-22526,PORT ALLEN CAA AP,US,HI,,+21.900,-159.600,+0009.1,1949-10-01,1950-12-01
999999-22536,LIHUE AIRPORT,US,HI,PHLI,+21.984,-159.341,+0045.1,1950-02-01,1972-12-31
999999-22602,FRNCH FRIGAT SHS NAS,US,HI,,+23.783,-166.217,+0002.1,1945-04-01,1948-05-01
999999-22703,MIDWAY ISLAND,US,HI,,+28.217,-177.383,+0006.1,1950-06-05,1950-09-27
999999-23012,DENVER LOWRY AFB,US,CO,LRY,+39.717,-104.900,+1645.0,1946-08-01,1966-07-01
999999-23017,SAN ANGELO GOODFELLOW AFB,US,TX,GOF,+31.400,-100.400,+0573.0,1949-01-01,1958-08-29
999999-23019,BIGGS AFB,US,TX,BIF,+31.833,-106.400,+1196.0,1949-01-01,1966-05-01
999999-23036,AURORA BUCKLEY FIELD ANGB,US,CO,KBKF,+39.717,-104.750,+1725.8,1971-01-01,1971-01-01
999999-23042,LUBBOCK WEST TEXAS AIR TERMINA,US,TX,KLBB,+33.666,-101.823,+0987.9,1965-01-01,1972-12-31
999999-23043,ROSWELL MUNI AP,US,NM,RNM,+33.400,-104.533,+1106.1,1948-07-01,1969-01-15
999999-23044,EL PASO MUNICIPAL ARPT,US,TX,KELP,+31.811,-106.376,+1193.6,1967-01-01,1971-12-31
999999-23048,TUCUMCARI FAA AP,US,NM,KTCC,+35.182,-103.603,+1231.1,1964-01-01,1971-12-31
999999-23050,ALBUQUERQUE MUNICIPAL ARPT,US,NM,KABQ,+35.042,-106.616,+1619.7,1971-01-01,1972-12-31
999999-23051,CLAYTON MUNICIPAL AIRPARK,US,NM,KCAO,+36.449,-103.154,+1515.5,1948-07-01,1972-12-31
999999-23052,RATON MUNICIPAL CREWS FIELD A,US,NM,KRTN,+36.741,-104.502,+1935.2,1948-07-01,1968-11-29
999999-23053,PAMPA,US,TX,,+35.533,-100.967,+0985.1,1948-07-01,1948-09-01
999999-23055,GUADALUPE PASS,US,TX,KGDP,+31.831,-104.809,+1663.0,1948-07-01,1950-09-01
999999-23056,OTTO FAA AP,US,NM,,+35.083,-106.017,+1900.1,1948-07-01,1955-01-01
999999-23057,ACOMITA FAA AP,US,NM,,+35.050,-107.717,+2007.1,1948-07-01,1953-04-29
999999-23058,COLUMBUS,US,NM,,+31.833,-107.633,+1239.0,1948-07-01,1955-01-01
999999-23059,SALT FLAT,US,TX,,+31.750,-105.083,+1132.9,1948-07-01,1955-01-01
999999-23060,EL MORRO CAA AP,US,NM,,+35.017,-108.400,+2171.1,1948-07-01,1949-02-15
999999-23061,ALAMOSA ARPT,US,CO,KALS,+37.439,-105.861,+2298.5,1948-01-01,1972-12-31
999999-23062,DENVER STAPLETON AIRFIELD,US,CO,KDNR,+39.767,-104.883,+1626.1,1967-01-01,1972-12-31
999999-23063,EAGLE COUNTY AP,US,CO,KEGE,+39.650,-106.917,+1991.9,1948-01-01,1972-12-31
999999-23065,GOODLAND RENNER FIELD,US,KS,KGLD,+39.367,-101.693,+1124.1,1948-01-01,1972-12-31
999999-23066,GRAND JUNCTION WALKER FIELD,US,CO,KGJT,+39.134,-108.540,+1474.9,1948-01-01,1972-12-31
999999-23067,LA JUNTA MUNICIPAL AP,US,CO,KLHX,+38.049,-103.512,+1284.7,1948-01-01,1965-01-01
999999-23068,PUEBLO WB AIRPORT,US,CO,,+38.233,-104.633,+1464.9,1948-01-01,1954-07-01
999999-23070,TRINIDAD LAS ANIMAS COUNTY AP,US,CO,KTAD,+37.262,-104.338,+1750.5,1948-01-01,1961-10-01
999999-23072,CLARENDON MUNICIPAL AP,US,TX,,+34.950,-100.933,+0875.1,1948-07-01,1950-06-01
999999-23090,FARMINGTON MUNICIPAL AP,US,NM,KFMN,+36.744,-108.229,+1677.0,1949-01-01,1972-12-31
999999-23109,DAVIS MONTHAN AFB,US,AZ,KDMA,+32.167,-110.883,+0824.2,1971-01-01,1971-01-01
999999-23110,LEMOORE REEVES NAS,US,CA,KNLC,+36.333,-119.950,+0071.3,1971-01-01,1972-12-31
999999-23118,STEAD AFB,US,NV,RAA,+39.667,-119.867,+1531.9,1952-08-01,1966-03-31
999999-23122,NORTON AAF,US,CA,KSBD,+34.100,-117.250,+0335.0,1971-01-01,2025-06-05
999999-23131,GEORGE AFB,US,CA,KVCV,+34.583,-117.383,+0879.3,1971-01-01,1971-01-01
999999-23136,OXNARD AAF,US,CA,KCMA,+34.217,-119.083,+0019.8,1952-12-09,2004-12-31
999999-23141,INDIAN SPRINGS,US,NV,KINS,+36.583,-115.683,+0951.9,1963-09-03,1968-08-29
999999-23152,HOLLYWOOD BURBANK ARPT,US,CA,KBUR,+34.201,-118.358,+0223.1,1948-01-01,1969-01-01
999999-23153,TONOPAH AIRPORT,US,NV,KTPH,+38.051,-117.090,+1656.3,1951-04-02,1976-12-31
999999-23154,ELY YELLAND FIELD,US,NV,KELY,+39.295,-114.847,+1908.7,1953-01-20,1972-12-31
999999-23155,BAKERSFIELD KERN COUNTY ARPT,US,CA,KBFL,+35.434,-119.054,+0150.0,1948-01-01,1972-12-31
999999-23156,BEAUMONT 1 E,US,CA,BUO,+33.933,-116.967,+0794.0,1948-01-01,1953-08-26
999999-23157,BISHOP AIRPORT,US,CA,KBIH,+37.371,-118.358,+1263.4,1948-01-04,1972-12-31
999999-23158,BLYTHE RIVERSIDE CO,US,CA,KBLH,+33.619,-114.714,+0119.5,1948-11-01,1972-12-31
999999-23159,BRYCE CNYN FAA AP,US,UT,KBCE,+37.706,-112.146,+2313.1,1948-11-01,1972-12-31
999999-23160,TUCSON INTERNATIONAL AP,US,AZ,KTUS,+32.131,-110.955,+0778.8,1946-06-01,1972-12-31
999999-23161,DAGGETT BARSTOW-DAGGETT AP,US,CA,KDAG,+34.854,-116.786,+0588.0,1948-11-01,1972-12-31
999999-23162,DELTA FAA AP,US,UT,KDTA,+39.383,-112.517,+1449.3,1948-11-01,2004-12-31
999999-23167,FRESNO CHANDLER FIELD,US,CA,FCH,+36.733,-119.817,+0084.1,1948-01-01,1949-09-01
999999-23169,LAS VEGAS MCCARRAN INTL AP,US,NV,KLAS,+36.072,-115.163,+0664.5,1948-12-19,1972-12-31
999999-23170,HANKSVILLE,US,UT,KHVE,+38.371,-110.715,+1354.5,1948-11-01,1955-01-01
999999-23172,INDIO COACHELLA,US,CA,,+33.683,-116.167,-0020.1,1948-11-01,1950-05-08
999999-23173,LAS VEGAS WB AP,US,NV,,+36.233,-115.033,+0573.9,1948-01-01,1948-12-19
999999-23174,LOS ANGELES MUNICIPAL ARPT,US,CA,KLAX,+33.938,-118.389,+0099.4,1947-01-01,1972-12-31
999999-23176,MILFORD MUNICIPAL AP,US,UT,KMLF,+38.417,-113.017,+1534.1,1948-07-23,1996-12-31
999999-23177,MODENA,US,UT,,+37.800,-113.917,+1663.9,1948-01-01,1948-08-01
999999-23178,MOUNT LAGUNA CAA AP,US,CA,,+32.867,-116.417,+1893.1,1949-01-01,1950-02-24
999999-23179,NEEDLES AIRPORT,US,CA,KEED,+34.768,-114.619,+0278.6,1948-11-01,1965-01-01
999999-23180,NEWHALL AP,US,CA,,+34.400,-118.550,+0370.0,1948-09-01,1949-08-01
999999-23181,OCEANSIDE CAA AP,US,CA,OCN,+33.233,-117.417,+0007.9,1948-11-01,1952-02-01
999999-23182,PALMDALE AIRPORT,US,CA,KPMD,+34.629,-118.084,+0787.0,1948-11-01,1965-01-01
999999-23183,PHOENIX SKY HARBOR INTL AP,US,AZ,KPHX,+33.428,-112.004,+0337.4,1948-01-01,1972-12-31
999999-23184,PRESCOTT MUNICIPAL AP,US,AZ,KPRC,+34.652,-112.421,+1539.8,1948-01-01,1972-12-31
999999-23185,RENO WBO,US,NV,KRNO,+39.484,-119.771,+1341.1,1949-01-01,1972-12-31
999999-23187,SANDBERG,US,CA,KSDB,+34.744,-118.724,+1378.6,1948-01-01,1972-12-31
999999-23188,SAN DIEGO LINDBERGH FIELD,US,CA,KSAN,+32.734,-117.183,+0008.5,1948-01-01,1972-12-31
999999-23190,SANTA BARBARA MUNICIPAL AP,US,CA,KSBA,+34.426,-119.843,+0006.1,1948-11-01,1965-01-01
999999-23191,SANTA CATALINA BUFFALO SPRING,US,CA,KAVX,+33.405,-118.416,+0488.3,1948-01-01,1968-03-23
999999-23192,SILVER LAKE CAA AP,US,CA,,+35.333,-116.083,+0281.0,1948-11-01,1950-07-31
999999-23193,TUCSON WBO,US,AZ,,+32.183,-110.917,+0780.0,1948-01-01,1948-11-01
999999-23194,WINSLOW MUNICIPAL AP,US,AZ,KINW,+35.028,-110.721,+1488.3,1948-01-01,1972-12-31
999999-23195,YUMA INTL ARPT,US,AZ,KYUM,+32.667,-114.600,+0065.8,1948-09-11,1972-12-31
999999-23196,CHULA VISTA BROWN FIELD NAAS,US,CA,KSDM,+32.583,-116.983,+0159.4,1945-04-01,1961-05-01
999999-23199,EL CENTRO NAF,US,CA,KNJK,+32.817,-115.683,-0013.1,1945-02-01,1960-11-01
999999-23202,TRAVIS FIELD AAB,US,CA,KSUU,+38.267,-121.933,+0018.9,1971-01-01,1971-01-01
999999-23225,BLUE CANYON AP,US,CA,KBLU,+39.277,-120.710,+1610.3,1948-01-01,1972-12-31
999999-23226,DONNER SUMMIT,US,CA,,+39.317,-120.333,+2194.0,1948-11-01,1952-01-31
999999-23230,OAKLAND METROPOLITAN,US,CA,KOAK,+37.721,-122.221,+0026.8,1948-01-01,1972-12-31
999999-23232,SACRAMENTO EXECUTIVE ARPT,US,CA,KSAC,+38.507,-121.495,+0007.6,1947-07-01,1972-12-31
999999-23233,SALINAS MUNICIPAL AP,US,CA,KSNS,+36.664,-121.608,+0023.5,1948-11-01,1965-01-01
999999-23234,SAN FRANCISCO INTL AP,US,CA,KSFO,+37.620,-122.365,+0005.5,1948-01-01,1972-12-31
999999-23236,SANTA MARIA HANCOCK FIELD,US,CA,,+34.933,-120.417,+0071.0,1948-01-01,1954-10-21
999999-23237,STOCKTON METROPOLITAN ARPT,US,CA,KSCK,+37.889,-121.226,+0008.2,1948-11-01,1972-12-31
999999-23238,WILLIAMS CAA AIRPORT,US,CA,,+39.100,-122.150,+0039.0,1948-11-01,1952-12-30
999999-23239,NAVAL AIR STATION,US,CA,KNGZ,+37.783,-122.317,+0004.3,1945-03-01,2004-12-31
999999-23240,NAVAL AUXILIARY LANDING FIELD,US,CA,KNRC,+37.400,-121.133,+0050.3,2002-09-02,2004-12-31
999999-23242,LIVERMORE NAS,US,CA,,+37.683,-121.700,+0196.9,1945-02-01,1946-08-11
999999-23244,MOUNTAIN VIEW MOFFETT FLD NAS,US,CA,KNUQ,+37.406,-122.048,+0010.4,1945-03-03,1972-12-31
999999-23245,MONTEREY NAF,US,CA,KMRY,+36.600,-121.867,+0050.0,1945-03-01,1972-03-01
999999-23246,SANTA ROSA NAAS,US,CA,,+38.417,-122.750,+0042.1,1945-03-01,1947-04-16
999999-23250,FARALLON ISLAND NAS,US,CA,K50Q,+37.700,-123.000,+0009.1,1945-07-01,1945-08-01
999999-23254,CONCORD CONCORD-BUCHANAN FIEL,US,CA,KCCR,+37.992,-122.055,+0018.3,1969-01-01,1970-01-01
999999-23259,MONTEREY PENINSULA AIRPORT,US,CA,KMRY,+36.590,-121.849,+0048.8,1998-03-02,2005-12-31
999999-23271,DOWNTOWN,US,CA,,+38.555,-121.418,+0011.6,1996-07-02,2025-06-01
999999-23272,DOWNTOWN,US,CA,,+37.771,-122.427,+0045.7,1945-01-01,2025-06-04
999999-23273,SANTA MARIA PUBLIC ARPT,US,CA,KSMX,+34.899,-120.449,+0072.5,1954-10-21,1972-12-31
999999-23275,UKIAH MUNICIPAL AP,US,CA,KUKI,+39.126,-123.201,+0190.8,1949-09-12,1965-01-01
999999-23293,SAN JOSE MUNICIPAL AP,US,CA,KSJC,+37.359,-121.924,+0015.2,1951-01-01,1972-12-31
999999-23583,ALEKNAGIK 1 NNE,US,AK,,+59.284,-158.615,+0024.4,2019-10-09,2025-06-05
999999-23801,TROY 2 W,US,AL,,+31.790,-086.000,+0143.9,2008-01-15,2025-06-05
999999-23802,THOMASVILLE 2 S,US,AL,,+31.881,-087.737,+0106.7,2008-01-18,2025-06-05
999999-23803,HOLLY SPRINGS 4 N,US,MS,,+34.822,-089.435,+0147.5,2008-02-01,2025-06-05
999999-23904,BATESVILLE 8 WNW,US,AR,,+35.820,-091.781,+0138.7,2006-12-19,2025-06-05
999999-23906,PORT ARANSAS 32 NNE,US,TX,,+28.305,-096.823,+0004.6,2007-11-16,2025-06-05
999999-23907,AUSTIN 33 NW,US,TX,,+30.622,-098.085,+0414.8,2008-02-01,2025-06-05
999999-23908,JOPLIN 24 N,US,MO,,+37.428,-094.583,+0290.2,2007-05-25,2025-06-05
999999-23909,SALEM 10 W,US,MO,,+37.634,-091.723,+0365.2,2007-05-17,2025-06-05
999999-24011,BISMARCK MUNICIPAL ARPT,US,ND,KBIS,+46.783,-100.757,+0506.0,1948-01-01,1972-12-31
999999-24012,DICKINSON MUNICIPAL AP,US,ND,KDIK,+46.799,-102.797,+0787.3,1948-12-01,1972-12-31
999999-24013,MINOT FAA AP,US,ND,KMOT,+48.255,-101.273,+0522.4,1948-12-01,1972-12-31
999999-24014,WILLISTON,US,ND,,+48.150,-103.617,+0577.9,1950-03-13,1962-01-01
999999-24015,AKRON WASHINGTON CO AP,US,CO,KAKO,+40.167,-103.217,+1408.5,1948-01-01,1955-01-01
999999-24016,CASPER,US,WY,,+42.917,-106.333,+1613.0,1948-01-01,1950-03-08
999999-24017,CHADRON MUNICIPAL AP,US,NE,KCDR,+42.837,-103.098,+1004.6,1948-01-01,1955-01-01
999999-24018,CHEYENNE MUNICIPAL ARPT,US,WY,KCYS,+41.150,-104.817,+1871.5,1971-01-01,1972-12-31
999999-24019,DOUGLAS,US,WY,4DG,+42.750,-105.383,+1466.1,1948-06-01,1955-01-01
999999-24020,HAYES CENTER,US,NE,,+40.517,-101.017,+0926.9,1948-01-01,1950-11-01
999999-24021,LANDER HUNT FIELD,US,WY,KLND,+42.815,-108.726,+1694.1,1948-01-01,1972-12-31
999999-24022,LARAMIE GENERAL BREES FIELD,US,WY,KLAR,+41.317,-105.683,+2216.5,1948-01-01,1955-01-01
999999-24023,NORTH PLATTE LEE BIRD FIELD,US,NE,KLBF,+41.121,-100.669,+0849.5,1948-01-01,1972-12-31
999999-24024,PHILIP 1 S,US,SD,KPHP,+44.051,-101.601,+0674.2,1948-01-01,1955-01-01
999999-24025,PIERRE REGIONAL AP,US,SD,KPIR,+44.381,-100.286,+0526.1,1948-01-01,1972-12-31
999999-24026,RAPID CITY,US,SD,,+44.150,-103.100,+0981.2,1948-01-01,1975-07-09
999999-24027,ROCK SPRINGS ARPT,US,WY,KRKS,+41.594,-109.053,+2055.9,1948-01-01,1972-12-31
999999-24028,SCOTTSBLUFF W B HEILIG FIEL,US,NE,KBFF,+41.871,-103.593,+1206.4,1948-01-01,1972-12-31
999999-24029,SHERIDAN COUNTY ARPT,US,WY,KSHR,+44.769,-106.969,+1209.4,1948-01-01,1972-12-31
999999-24030,SIDNEY MUNICIPAL AP,US,NE,KSNY,+41.099,-102.986,+1312.5,1948-06-01,1955-01-01
999999-24031,SINCLAIR CAA AP,US,WY,,+41.800,-107.050,+2000.1,1948-01-01,1951-02-26
999999-24033,BILLINGS MUNICIPAL ARPT,US,MT,KBIL,+45.807,-108.542,+1088.1,1948-01-01,1972-12-31
999999-24034,GLASGOW # 2,US,MT,,+48.183,-106.633,+0637.0,1948-01-01,1955-10-25
999999-24035,HAVRE,US,MT,,+48.567,-109.667,+0759.9,1948-01-01,1961-01-31
999999-24036,LEWISTOWN MUNICIPAL ARPT,US,MT,KLWT,+47.049,-109.458,+1263.7,1948-01-01,1972-12-31
999999-24037,MILES CITY MUNICIPAL ARPT,US,MT,KMLS,+46.427,-105.883,+0802.8,1948-01-01,1972-12-31
999999-24040,CUSTER,US,MT,,+46.133,-107.533,+0836.1,1948-01-01,1950-05-15
999999-24057,RAWLINS MUNICIPAL AP,US,WY,KRWL,+41.800,-107.200,+2055.3,1955-01-01,1965-01-01
999999-24088,MOORCROFT 3 S,US,WY,,+44.217,-104.933,+1318.3,1950-01-01,1952-07-15
999999-24089,CASPER NATRONA CO INTL AP,US,WY,KCPR,+42.898,-106.474,+1612.4,1965-01-01,1972-12-31
999999-24091,IMPERIAL FAA AP,US,NE,KIML,+40.510,-101.620,+0997.6,1950-12-01,1954-12-31
999999-24101,OGDEN HILL AAF,US,UT,KHIF,+41.117,-111.967,+1459.7,1971-01-01,1971-01-01
999999-24118,FORT BRIDGER AP,US,WY,,+41.400,-110.417,+2140.9,1948-06-01,1955-01-01
999999-24119,BATTLE MOUNTAIN LANDER COUNTY,US,NV,KBAM,+40.612,-116.892,+1381.4,1948-11-01,1955-01-01
999999-24120,COALVILLE SAWRS,US,UT,CVL,+40.917,-111.400,+1763.0,1948-01-01,1948-06-11
999999-24121,ELKO MUNICIPAL ARPT,US,NV,KEKO,+40.829,-115.789,+1546.6,1948-01-01,1976-12-31
999999-24122,FAIRFIELD CAA AP,US,UT,,+40.350,-112.050,+1513.9,1948-11-01,1950-07-31
999999-24125,LUCIN,US,UT,,+41.350,-113.900,+1362.2,1948-11-01,1950-03-06
999999-24126,OGDEN AIRPORT,US,UT,KOGD,+41.196,-112.011,+1353.0,1948-01-01,1955-01-01
999999-24128,WINNEMUCCA MUNICIPAL ARPT,US,NV,KWMC,+40.902,-117.808,+1314.9,1949-09-15,1972-12-31
999999-24129,WINNEMUCCA WB CITY,US,NV,,+40.967,-117.717,+1309.1,1948-01-01,1949-02-07
999999-24130,BAKER MUNICIPAL AP,US,OR,KBKE,+44.843,-117.809,+1028.1,1948-01-01,1964-12-31
999999-24131,BOISE AIR TERMINAL,US,ID,KBOI,+43.567,-116.241,+0874.2,1948-01-01,1972-12-31
999999-24132,BOZEMAN GALLATIN FIELD,US,MT,KBZN,+45.788,-111.161,+1356.1,1948-01-01,1955-01-01
999999-24133,BURLEY MUNICIPAL ARPT,US,ID,KBYI,+42.542,-113.766,+1267.1,1948-01-01,1965-01-01
999999-24134,BURNS FEDERAL BLDG,US,OR,4BW,+43.583,-119.050,+1262.2,1948-01-01,1980-02-15
999999-24135,BUTTE SILVER BOW CO ARPT,US,MT,KBTM,+45.965,-112.501,+1686.5,1948-01-01,1961-01-01
999999-24137,CUT BANK MUNI AP,US,MT,KCTB,+48.603,-112.375,+1169.8,1948-01-01,1972-12-31
999999-24138,DILLON,US,MT,KDLN,+45.258,-112.554,+1591.7,1948-01-01,1997-06-30
999999-24139,DRUMMOND AVIATION,US,MT,,+46.666,-113.150,+1204.0,1948-01-01,1955-01-01
999999-24140,DUBOIS FAA AIRPORT,US,ID,DBS,+44.167,-112.217,+1563.9,1948-01-01,1955-01-01
999999-24141,EPHRATA AP FCWOS,US,WA,KEPH,+47.308,-119.515,+0383.7,1948-01-01,1955-01-01
999999-24142,,US,ID,,+42.917,-114.717,+1088.1,1948-01-01,1955-01-01
999999-24143,GREAT FALLS INTL ARPT,US,MT,KGTF,+47.473,-111.382,+1114.7,1948-01-01,1972-12-31
999999-24144,HELENA ARPT,US,MT,KHLN,+46.606,-111.964,+1179.0,1948-01-01,1972-12-31
999999-24145,IDAHO FALLS FANNING FIELD,US,ID,KIDA,+43.516,-112.067,+1446.0,1948-01-01,1965-01-01
999999-24146,KALISPELL GLACIER PK INT'L AR,US,MT,KGPI,+48.304,-114.264,+0906.2,1948-01-01,1972-12-31
999999-24147,LA CROSSE,US,WA,,+46.817,-117.883,+0452.0,1948-01-01,1948-09-19
999999-24148,LA GRANDE MUNI AP,US,OR,KLGD,+45.283,-118.000,+0828.1,1949-01-01,1953-12-31
999999-24149,LEWISTON NEZ PERCE COUNTY ARP,US,ID,KLWS,+46.375,-117.016,+0437.7,1948-01-01,1972-12-31
999999-24150,LIVINGSTON MISSION FIELD,US,MT,KLVM,+45.698,-110.441,+1407.6,1948-01-01,1955-01-01
999999-24151,MALAD CITY AIRPORT,US,ID,KMLD,+42.149,-112.287,+1372.5,1948-01-01,1955-01-01
999999-24152,MEACHUM EMERGENCY AP,US,OR,KMEH,+45.511,-118.425,+1135.7,1948-01-01,1972-12-31
999999-24153,MISSOULA JOHNSON-BELL FLD,US,MT,KMSO,+46.921,-114.093,+0972.0,1948-01-01,1972-12-31
999999-24154,MULLAN PASS VOR/DME,US,ID,KMLP,+47.457,-115.645,+1851.4,1948-01-01,1955-01-01
999999-24155,PENDLETON MUNICIPAL ARPT,US,OR,KPDT,+45.698,-118.855,+0461.5,1938-01-01,1972-12-31
999999-24156,POCATELLO MUNICIPAL ARPT,US,ID,KPIH,+42.920,-112.571,+1364.9,1948-01-01,1972-12-31
999999-24157,SPOKANE,US,WA,KGEG,+47.622,-117.528,+0720.9,1968-01-01,1971-12-31
999999-24158,STREVELL,US,ID,4SV,+42.017,-113.250,+1609.3,1948-01-01,1950-12-16
999999-24159,SUPERIOR,US,MT,,+47.200,-114.883,+0826.0,1948-01-01,1953-11-14
999999-24160,WALLA WALLA MUNICIPAL AP,US,WA,KALW,+46.095,-118.287,+0367.3,1966-01-01,1966-01-01
999999-24161,WHITEHALL,US,MT,4HA,+45.867,-111.967,+1303.9,1948-01-01,1955-01-01
999999-24162,ONTARIO AIRPORT,US,OR,KONO,+44.021,-117.013,+0668.4,1948-01-01,1955-01-01
999999-24163,PASCO NAS,US,WA,KPSC,+46.267,-119.117,+0122.5,1945-04-01,1946-06-01
999999-24172,LOVELOCK DERBY FIELD,US,NV,KLOL,+40.068,-118.569,+1189.9,1948-11-01,1976-12-31
999999-24193,WENDOVER USAF AUXILIARY FIELD,US,UT,KENV,+40.721,-114.036,+1290.8,1950-03-08,1972-12-31
999999-24207,TACOMA MCCHORD AAF,US,WA,KTCM,+47.150,-122.483,+0098.5,1971-01-01,1972-12-31
999999-24212,BURNEY,US,CA,KBNY,+40.883,-121.667,+0962.6,1948-01-01,1948-09-27
999999-24215,MOUNT SHASTA,US,CA,KMHS,+41.333,-122.333,+1077.5,1948-04-01,1976-12-31
999999-24216,RED BLUFF MUNICIPAL ARPT,US,CA,KRBL,+40.152,-122.254,+0107.6,1948-01-01,1972-12-31
999999-24219,THE DALLES MUNICIPAL ARPT,US,WA,KDLS,+45.619,-121.166,+0064.0,1948-01-01,1965-01-01
999999-24220,ELLENSBURG BOWERS FI,US,WA,KELN,+47.034,-120.530,+0538.0,1948-06-01,1955-01-01
999999-24221,EUGENE MAHLON SWEET ARPT,US,OR,KEUG,+44.128,-123.221,+0113.7,1948-01-01,1972-12-31
999999-24223,KELSO WB AP,US,WA,KKLS,+46.117,-122.894,+0006.1,1948-01-01,1953-08-31
999999-24224,KLAMATH FALLS KINGSLEY FIELD,US,OR,,+42.167,-121.733,+1244.8,1948-01-01,1959-09-01
999999-24225,MEDFORD JACKSON COUNTY ARPT,US,OR,KMFR,+42.381,-122.872,+0405.1,1948-01-01,1972-12-31
999999-24226,NORTH HEAD,US,WA,,+46.300,-124.083,+0064.0,1948-01-01,1949-01-01
999999-24227,OLYMPIA MUNICIPAL ARPT,US,WA,KOLM,+46.973,-122.903,+0061.0,1948-01-01,1972-12-31
999999-24228,PORT ANGELES WB AP,US,WA,NOW,+48.133,-123.400,+0006.1,1949-01-01,1953-02-01
999999-24229,PORTLAND,US,OR,KPDX,+45.596,-122.609,+0032.6,1965-01-01,1972-12-31
999999-24230,REDMOND ROBERTS FIELD,US,OR,KRDM,+44.256,-121.139,+0940.0,1948-01-01,1972-12-31
999999-24231,ROSEBURG MUNICIPAL AP,US,OR,KRBG,+43.239,-123.355,+0155.1,1948-01-01,1965-01-01
999999-24232,SALEM MCNARY FIELD,US,OR,KSLE,+44.905,-123.001,+0061.3,1948-01-01,1972-12-31
999999-24233,SEATTLE SEATTLE-TACOMA ARPT,US,WA,KSEA,+47.444,-122.314,+0132.3,1970-01-01,1972-12-31
999999-24234,SEATTLE BOEING FIELD,US,WA,KBFI,+47.530,-122.301,+0009.1,1965-01-01,1972-12-31
999999-24235,SEXTON SUMMIT,US,OR,KSXT,+42.600,-123.364,+1170.7,1948-01-01,1972-12-31
999999-24236,SISKIYOU SUMMIT,US,OR,,+42.083,-122.567,+1367.0,1948-01-01,1948-09-19
999999-24237,STAMPEDE PASS,US,WA,KSMP,+47.277,-121.337,+1209.1,1948-01-01,1972-12-31
999999-24238,STEVENSON,US,WA,,+45.717,-121.833,+0096.9,1949-01-01,1952-04-16
999999-24240,TATOOSH ISLAND,US,WA,K93S,+48.383,-124.733,+0025.9,1948-01-01,1966-08-01
999999-24241,TOLEDO WINLOCK MUNI AP,US,WA,KTDO,+46.483,-122.817,+0114.3,1948-01-01,2005-12-31
999999-24243,YAKIMA AIR TERMINAL,US,WA,KYKM,+46.568,-120.543,+0324.9,1948-01-01,1972-12-31
999999-24244,SEATTLE NAS,US,WA,NEJ,+47.683,-122.267,+0014.9,1945-03-01,1970-06-01
